imagen,rotacion,traslacion
0364.jpg,"[[ 0.52398815 -0.23329455 -0.81915204  0.        ]
 [ 0.55343557  0.82431046  0.11925325  0.        ]
 [ 0.64741446 -0.51583517  0.56104242  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  927]
 [   0    1    0   46]
 [   0    0    1 2029]
 [   0    0    0    1]]"
0365.jpg,"[[ 0.98106026 -0.17298739 -0.08715574  0.        ]
 [ 0.16372506  0.98099485 -0.1041307   0.        ]
 [ 0.10351263  0.08788891  0.99073744  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  278]
 [   0    1    0  566]
 [   0    0    1 4218]
 [   0    0    0    1]]"
0366.jpg,"[[ 0.99315894  0.10438521  0.05233596  0.        ]
 [-0.03903503  0.71919938 -0.69370637  0.        ]
 [-0.11005267  0.68691774  0.71835397  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -669]
 [   0    1    0  304]
 [   0    0    1 2983]
 [   0    0    0    1]]"
0367.jpg,"[[ 0.91826255 -0.06421117  0.39073113  0.        ]
 [ 0.10346254  0.9913925  -0.08022728  0.        ]
 [-0.38221642  0.11409574  0.91700205  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  405]
 [   0    1    0  294]
 [   0    0    1 2799]
 [   0    0    0    1]]"
0368.jpg,"[[ 0.70995816  0.57491278  0.40673664  0.        ]
 [-0.68799804  0.44287018  0.57491278  0.        ]
 [ 0.15039318 -0.68799804  0.70995816  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  552]
 [   0    1    0   79]
 [   0    0    1 4168]
 [   0    0    0    1]]"
0369.jpg,"[[ 0.69346291  0.41667456 -0.58778525  0.        ]
 [-0.70020092  0.19749835 -0.68608532  0.        ]
 [-0.16978768  0.8873425   0.42871369  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -495]
 [   0    1    0  575]
 [   0    0    1 2132]
 [   0    0    0    1]]"
0370.jpg,"[[ 0.46984631 -0.32898993 -0.81915204  0.        ]
 [-0.09956751  0.90228419 -0.41948725  0.        ]
 [ 0.87711502  0.27865547  0.39117819  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -332]
 [   0    1    0 -383]
 [   0    0    1 3406]
 [   0    0    0    1]]"
0371.jpg,"[[ 0.61788711  0.17717628 -0.76604444  0.        ]
 [-0.72117346  0.51585955 -0.46238271  0.        ]
 [ 0.31324809  0.83815123  0.44651779  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  489]
 [   0    1    0  -43]
 [   0    0    1 2651]
 [   0    0    0    1]]"
0372.jpg,"[[ 0.6277828  -0.67321463 -0.39073113  0.        ]
 [ 0.7313537   0.68199836  0.          0.        ]
 [ 0.26647799 -0.28576266  0.92050485  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1136]
 [    0     1     0   518]
 [    0     0     1  2465]
 [    0     0     0     1]]"
0373.jpg,"[[ 0.50432036  0.64550062  0.57357644  0.        ]
 [-0.51800944  0.75759604 -0.39713279  0.        ]
 [-0.6908887  -0.09683586  0.71644652  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  918]
 [   0    1    0 -100]
 [   0    0    1 2320]
 [   0    0    0    1]]"
0374.jpg,"[[ 0.95403368  0.25563255  0.15643447  0.        ]
 [-0.13476673  0.83214503 -0.53793362  0.        ]
 [-0.26768951  0.49212463  0.82834514  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -515]
 [   0    1    0  754]
 [   0    0    1 3075]
 [   0    0    0    1]]"
0375.jpg,"[[ 0.42698592  0.28800564 -0.8571673   0.        ]
 [-0.32699251  0.93295273  0.15058256  0.        ]
 [ 0.8430652   0.21599066  0.49253336  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -551]
 [   0    1    0  302]
 [   0    0    1 3901]
 [   0    0    0    1]]"
0376.jpg,"[[ 0.88640925 -0.39465483  0.2419219   0.        ]
 [ 0.24859373  0.8467094   0.4704087   0.        ]
 [-0.39048661 -0.35683436  0.84863976  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -412]
 [   0    1    0 -337]
 [   0    0    1 2195]
 [   0    0    0    1]]"
0377.jpg,"[[ 0.59851926 -0.73910973 -0.30901699  0.        ]
 [ 0.73769175  0.35807095  0.5723601   0.        ]
 [-0.31238691 -0.57052783  0.75954751  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -752]
 [   0    1    0  310]
 [   0    0    1 4862]
 [   0    0    0    1]]"
0378.jpg,"[[ 0.79267465  0.43938673 -0.42261826  0.        ]
 [-0.4286489   0.89462306  0.12613367  0.        ]
 [ 0.4335055   0.08117189  0.89748766  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  912]
 [   0    1    0   73]
 [   0    0    1 2512]
 [   0    0    0    1]]"
0379.jpg,"[[ 0.62689248  0.376675   -0.68199836  0.        ]
 [-0.47300476  0.8795816   0.05101666  0.        ]
 [ 0.61908991  0.29060651  0.72957216  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -698]
 [   0    1    0 -295]
 [   0    0    1 2201]
 [   0    0    0    1]]"
0380.jpg,"[[ 0.90767337 -0.24321035  0.34202014  0.        ]
 [ 0.34824028  0.89129546 -0.29038099  0.        ]
 [-0.23421734  0.38267628  0.89370079  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -251]
 [   0    1    0  125]
 [   0    0    1 4075]
 [   0    0    0    1]]"
0381.jpg,"[[ 0.58054864 -0.09194987  0.80901699  0.        ]
 [-0.59474084  0.63072247  0.49847016  0.        ]
 [-0.55609946 -0.77054162  0.31147873  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -96]
 [   0    1    0 -283]
 [   0    0    1 2973]
 [   0    0    0    1]]"
0382.jpg,"[[ 0.32777195  0.43496807  0.83867057  0.        ]
 [-0.2557752   0.89541411 -0.36443465  0.        ]
 [-0.9094749  -0.09505968  0.40474568  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -829]
 [   0    1    0  516]
 [   0    0    1 2905]
 [   0    0    0    1]]"
0383.jpg,"[[ 0.82796003 -0.22185122  0.51503807  0.        ]
 [ 0.34898911  0.92274389 -0.16355523  0.        ]
 [-0.43896331  0.31515987  0.84141872  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  860]
 [   0    1    0 -202]
 [   0    0    1 4976]
 [   0    0    0    1]]"
0384.jpg,"[[ 0.86064621  0.23060946 -0.4539905   0.        ]
 [-0.08447647  0.94387818  0.31930818  0.        ]
 [ 0.50214721 -0.23645986  0.83182625  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -172]
 [   0    1    0  638]
 [   0    0    1 2491]
 [   0    0    0    1]]"
0385.jpg,"[[ 0.8992416   0.30963371 -0.30901699  0.        ]
 [-0.41626215  0.82285402 -0.38682953  0.        ]
 [ 0.13450041  0.47648529  0.86883336  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   -6]
 [   0    1    0 -117]
 [   0    0    1 4809]
 [   0    0    0    1]]"
0386.jpg,"[[ 0.54430726 -0.83815967  0.0348995   0.        ]
 [ 0.73863167  0.49856486  0.45371394  0.        ]
 [-0.39768439 -0.22118192  0.89046375  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -908]
 [   0    1    0 -485]
 [   0    0    1 3941]
 [   0    0    0    1]]"
0387.jpg,"[[ 0.77816653  0.58639054  0.22495105  0.        ]
 [-0.62787621  0.71771312  0.30109691  0.        ]
 [ 0.01511006 -0.37554495  0.926681    0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -620]
 [   0    1    0 -433]
 [   0    0    1 3404]
 [   0    0    0    1]]"
0388.jpg,"[[ 0.83760722  0.52339508  0.15643447  0.        ]
 [-0.49121645  0.59635696  0.63487383  0.        ]
 [ 0.23899906 -0.60861808  0.75661316  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  517]
 [   0    1    0  631]
 [   0    0    1 2639]
 [   0    0    0    1]]"
0389.jpg,"[[ 0.32868534  0.45239656 -0.82903757  0.        ]
 [-0.04840982  0.88472539  0.46359193  0.        ]
 [ 0.94319798 -0.11224231  0.3126967   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -213]
 [   0    1    0 -428]
 [   0    0    1 2395]
 [   0    0    0    1]]"
0390.jpg,"[[ 0.56118015 -0.36443465 -0.74314483  0.        ]
 [ 0.6068032   0.7917688   0.06994319  0.        ]
 [ 0.56290916 -0.49019339  0.66546504  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  675]
 [   0    1    0  -15]
 [   0    0    1 2751]
 [   0    0    0    1]]"
0391.jpg,"[[ 0.78789074  0.01375268  0.61566148  0.        ]
 [ 0.48774647  0.59638843 -0.63751409  0.        ]
 [-0.37594091  0.80257816  0.4631811   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -43]
 [   0    1    0  -14]
 [   0    0    1 2567]
 [   0    0    0    1]]"
0392.jpg,"[[ 0.50865005 -0.49119764  0.70710678  0.        ]
 [ 0.02685269  0.82993883  0.55720775  0.        ]
 [-0.86055451 -0.26443603  0.4353384   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -367]
 [   0    1    0  -13]
 [   0    0    1 2899]
 [   0    0    0    1]]"
0393.jpg,"[[ 0.45677273 -0.70336832  0.54463904  0.        ]
 [ 0.88790356  0.32286755 -0.3276947   0.        ]
 [ 0.0546438   0.63326894  0.77200033  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1213]
 [    0     1     0   736]
 [    0     0     1  2040]
 [    0     0     0     1]]"
0394.jpg,"[[ 0.5104065   0.65329052  0.5591929   0.        ]
 [-0.78188233  0.62325811 -0.0144687   0.        ]
 [-0.35797378 -0.42983813  0.82891131  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  495]
 [   0    1    0 -219]
 [   0    0    1 4002]
 [   0    0    0    1]]"
0395.jpg,"[[ 0.46390379  0.53366026 -0.70710678  0.        ]
 [-0.52597312  0.80819999  0.26488686  0.        ]
 [ 0.71284329  0.24903714  0.65561799  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  226]
 [   0    1    0 -295]
 [   0    0    1 4204]
 [   0    0    0    1]]"
0396.jpg,"[[ 0.90506572 -0.04743248  0.42261826  0.        ]
 [-0.0806428   0.956588    0.28006451  0.        ]
 [-0.41755572 -0.2875579   0.86194993  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -847]
 [   0    1    0  451]
 [   0    0    1 4432]
 [   0    0    0    1]]"
0397.jpg,"[[ 0.43898918  0.48754687 -0.75470958  0.        ]
 [-0.898487    0.24110631 -0.36686355  0.        ]
 [ 0.00310206  0.83914587  0.54389758  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1282]
 [    0     1     0  -140]
 [    0     0     1  2589]
 [    0     0     0     1]]"
0398.jpg,"[[ 0.45239656 -0.32868534  0.82903757  0.        ]
 [ 0.23427995  0.94075619  0.24513403  0.        ]
 [-0.86049419  0.08332909  0.50259925  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -408]
 [   0    1    0 -312]
 [   0    0    1 2057]
 [   0    0    0    1]]"
0399.jpg,"[[ 0.58554855 -0.80593844 -0.08715574  0.        ]
 [ 0.80522715  0.59066995 -0.0521368   0.        ]
 [ 0.09349933 -0.03965154  0.99482945  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  674]
 [   0    1    0  140]
 [   0    0    1 3856]
 [   0    0    0    1]]"
0400.jpg,"[[ 0.87248918  0.06101039 -0.48480962  0.        ]
 [-0.07818633  0.9968219  -0.01526422  0.        ]
 [ 0.48233757  0.05122335  0.8744865   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -222]
 [   0    1    0 -331]
 [   0    0    1 4418]
 [   0    0    0    1]]"
0401.jpg,"[[ 0.68033705  0.72957216  0.06975647  0.        ]
 [-0.46836693  0.35959524  0.80704627  0.        ]
 [ 0.5637144  -0.5817351   0.58635344  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   -1]
 [   0    1    0  425]
 [   0    0    1 2383]
 [   0    0    0    1]]"
0402.jpg,"[[ 0.56118015  0.62325369  0.54463904  0.        ]
 [-0.71769133  0.03862371  0.69528941  0.        ]
 [ 0.41230571 -0.78106533  0.46897863  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  562]
 [   0    1    0 -310]
 [   0    0    1 4605]
 [   0    0    0    1]]"
0403.jpg,"[[ 0.70441603  0.70441603  0.08715574  0.        ]
 [-0.48424529  0.56672021 -0.66658436  0.        ]
 [-0.51894563  0.42734795  0.74031694  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -233]
 [   0    1    0  399]
 [   0    0    1 4313]
 [   0    0    0    1]]"
0404.jpg,"[[ 0.28081443 -0.44939702  0.8480481   0.        ]
 [ 0.31373508  0.8780418   0.36140407  0.        ]
 [-0.90703559  0.16457496  0.38755842  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  744]
 [   0    1    0  -58]
 [   0    0    1 2837]
 [   0    0    0    1]]"
0405.jpg,"[[ 0.55783074  0.82701808 -0.06975647  0.        ]
 [-0.7136839   0.52088791  0.46832795  0.        ]
 [ 0.42365099 -0.21146366  0.88079678  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  775]
 [   0    1    0  522]
 [   0    0    1 2749]
 [   0    0    0    1]]"
0406.jpg,"[[ 0.52244105 -0.56024944  0.64278761  0.        ]
 [ 0.16359125  0.80570215  0.56928196  0.        ]
 [-0.83683526 -0.19226184  0.51258378  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -73]
 [   0    1    0  457]
 [   0    0    1 3112]
 [   0    0    0    1]]"
0407.jpg,"[[ 0.39117819  0.41948725  0.81915204  0.        ]
 [-0.90736034  0.02697516  0.41948725  0.        ]
 [ 0.15387279 -0.90736034  0.39117819  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1230]
 [    0     1     0   624]
 [    0     0     1  4500]
 [    0     0     0     1]]"
0408.jpg,"[[ 0.74833263  0.33317915  0.57357644  0.        ]
 [-0.55517091  0.78782092  0.26668982  0.        ]
 [-0.36302003 -0.51800564  0.77452347  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1077]
 [    0     1     0   341]
 [    0     0     1  3162]
 [    0     0     0     1]]"
0409.jpg,"[[ 0.68189554 -0.13254707  0.7193398   0.        ]
 [ 0.35596789  0.91926331 -0.16805307  0.        ]
 [-0.63898774  0.37065651  0.67402405  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  213]
 [   0    1    0 -490]
 [   0    0    1 4940]
 [   0    0    0    1]]"
0410.jpg,"[[ 0.60172336 -0.79851387  0.01745241  0.        ]
 [ 0.53698661  0.42063055  0.73124231  0.        ]
 [-0.59124815 -0.43063388  0.68189449  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  150]
 [   0    1    0  187]
 [   0    0    1 3592]
 [   0    0    0    1]]"
0411.jpg,"[[ 0.4113277   0.68456424  0.60181502  0.        ]
 [-0.87670084  0.47779916  0.05571     0.        ]
 [-0.24940964 -0.5505268   0.79669007  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1057]
 [    0     1     0   602]
 [    0     0     1  3635]
 [    0     0     0     1]]"
0412.jpg,"[[ 0.4276744  -0.4428698  -0.78801075  0.        ]
 [ 0.90142358  0.27386226  0.33531327  0.        ]
 [ 0.06730628 -0.85373638  0.51633716  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -867]
 [   0    1    0 -135]
 [   0    0    1 3829]
 [   0    0    0    1]]"
0413.jpg,"[[ 0.39843967 -0.41259636 -0.81915204  0.        ]
 [ 0.86540746  0.46497179  0.18673822  0.        ]
 [ 0.30383508 -0.7833042   0.54232718  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  142]
 [   0    1    0  423]
 [   0    0    1 4069]
 [   0    0    0    1]]"
0414.jpg,"[[ 0.58206497 -0.8011437   0.1391731   0.        ]
 [ 0.73224872  0.59084668  0.33869163  0.        ]
 [-0.35357063 -0.09523121  0.9305476   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   30]
 [   0    1    0 -392]
 [   0    0    1 2942]
 [   0    0    0    1]]"
0415.jpg,"[[ 0.86483855  0.04532427 -0.5         0.        ]
 [ 0.19629854  0.88610756  0.41985745  0.        ]
 [ 0.46208351 -0.46125818  0.75744289  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -196]
 [   0    1    0  261]
 [   0    0    1 4573]
 [   0    0    0    1]]"
0416.jpg,"[[ 0.51258378 -0.43010886 -0.74314483  0.        ]
 [ 0.14127905  0.89594481 -0.42109753  0.        ]
 [ 0.84693453  0.11085697  0.52001215  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  247]
 [   0    1    0  702]
 [   0    0    1 2726]
 [   0    0    0    1]]"
0417.jpg,"[[ 0.70825937  0.55335287  0.43837115  0.        ]
 [-0.590065    0.80491765 -0.0626967   0.        ]
 [-0.38754607 -0.21426194  0.89660463  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  755]
 [   0    1    0 -216]
 [   0    0    1 3630]
 [   0    0    0    1]]"
0418.jpg,"[[ 0.60009393  0.23035448 -0.76604444  0.        ]
 [-0.71028867  0.59392023 -0.37782108  0.        ]
 [ 0.36793651  0.77084082  0.5200261   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -439]
 [   0    1    0   42]
 [   0    0    1 2823]
 [   0    0    0    1]]"
0419.jpg,"[[ 0.48104168  0.68699871 -0.54463904  0.        ]
 [-0.67281855  0.68757686  0.27304443  0.        ]
 [ 0.56206237  0.2350975   0.7929786   0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1043]
 [    0     1     0   515]
 [    0     0     1  3794]
 [    0     0     0     1]]"
0420.jpg,"[[ 0.58697971  0.0307623  -0.80901699  0.        ]
 [-0.16426572  0.98301826 -0.0818039   0.        ]
 [ 0.792762    0.18091099  0.58206497  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1069]
 [    0     1     0  -297]
 [    0     0     1  4864]
 [    0     0     0     1]]"
0421.jpg,"[[ 0.85664514  0.02991471 -0.51503807  0.        ]
 [ 0.00109087  0.9982102   0.05979297  0.        ]
 [ 0.51590495 -0.0517832   0.85507928  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -857]
 [   0    1    0 -230]
 [   0    0    1 3590]
 [   0    0    0    1]]"
0422.jpg,"[[ 0.56303822 -0.80410191 -0.190809    0.        ]
 [ 0.82129652  0.51872599  0.23747711  0.        ]
 [-0.09197821 -0.29041945  0.95246866  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -657]
 [   0    1    0  552]
 [   0    0    1 2431]
 [   0    0    0    1]]"
0423.jpg,"[[ 0.66261867 -0.09312498 -0.74314483  0.        ]
 [ 0.6532005   0.55730331  0.51258378  0.        ]
 [ 0.36642271 -0.82507015  0.43010886  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -517]
 [   0    1    0   35]
 [   0    0    1 4729]
 [   0    0    0    1]]"
0424.jpg,"[[ 0.46390379  0.46390379 -0.75470958  0.        ]
 [ 0.04701531  0.8378335   0.54389758  0.        ]
 [ 0.88463712 -0.28779906  0.36686355  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   35]
 [   0    1    0  337]
 [   0    0    1 4567]
 [   0    0    0    1]]"
0425.jpg,"[[ 0.7313537  -0.68199836  0.          0.        ]
 [ 0.61810042  0.66283155 -0.42261826  0.        ]
 [ 0.28822496  0.30908343  0.90630779  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  358]
 [   0    1    0  699]
 [   0    0    1 2233]
 [   0    0    0    1]]"
0426.jpg,"[[ 0.47932187 -0.28800564  0.82903757  0.        ]
 [ 0.66169328  0.73914723 -0.12579103  0.        ]
 [-0.5765523   0.60886298  0.54486083  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -875]
 [   0    1    0  332]
 [   0    0    1 2092]
 [   0    0    0    1]]"
0427.jpg,"[[ 0.40391027  0.46464561 -0.78801075  0.        ]
 [-0.90907715  0.30006196 -0.28903555  0.        ]
 [ 0.10215295  0.833107    0.54359682  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -255]
 [   0    1    0  256]
 [   0    0    1 4181]
 [   0    0    0    1]]"
0428.jpg,"[[ 0.69840112  0.11061587  0.70710678  0.        ]
 [-0.65696825  0.49105852  0.5720614   0.        ]
 [-0.28395174 -0.86407503  0.41562694  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -485]
 [   0    1    0 -179]
 [   0    0    1 4933]
 [   0    0    0    1]]"
0429.jpg,"[[ 0.52779249 -0.34275245  0.77714596  0.        ]
 [ 0.68613823  0.71136163 -0.15224638  0.        ]
 [-0.500649    0.61358405  0.61062689  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -169]
 [   0    1    0   51]
 [   0    0    1 2639]
 [   0    0    0    1]]"
0430.jpg,"[[ 0.50903696  0.70062927  0.5         0.        ]
 [-0.17947861  0.65452139 -0.73443119  0.        ]
 [-0.84182469  0.28411332  0.45892354  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -607]
 [   0    1    0  166]
 [   0    0    1 3855]
 [   0    0    0    1]]"
0431.jpg,"[[ 0.9737765   0.03400502 -0.22495105  0.        ]
 [ 0.0205246   0.9716039   0.23572145  0.        ]
 [ 0.22657904 -0.23415704  0.94542711  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  243]
 [   0    1    0 -457]
 [   0    0    1 3575]
 [   0    0    0    1]]"
0432.jpg,"[[ 0.72409807  0.16717121 -0.66913061  0.        ]
 [-0.38603109  0.90221134 -0.19234003  0.        ]
 [ 0.57154351  0.39757826  0.71782278  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1024]
 [    0     1     0  -252]
 [    0     0     1  3263]
 [    0     0     0     1]]"
0433.jpg,"[[ 0.62369407  0.1555044  -0.76604444  0.        ]
 [-0.59904491  0.72465126 -0.34062554  0.        ]
 [ 0.5021463   0.67134115  0.54511481  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -147]
 [   0    1    0  610]
 [   0    0    1 2444]
 [   0    0    0    1]]"
0434.jpg,"[[ 0.7166025   0.06269459 -0.69465837  0.        ]
 [-0.02651101  0.99768059  0.06269459  0.        ]
 [ 0.69697778 -0.02651101  0.7166025   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -948]
 [   0    1    0  420]
 [   0    0    1 2381]
 [   0    0    0    1]]"
0435.jpg,"[[ 0.74878203 -0.39813447  0.52991926  0.        ]
 [ 0.15019004  0.88061641  0.44939702  0.        ]
 [-0.64557604 -0.25691182  0.71918557  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1067]
 [    0     1     0   397]
 [    0     0     1  4702]
 [    0     0     0     1]]"
0436.jpg,"[[ 0.74324385 -0.64609202 -0.17364818  0.        ]
 [ 0.57167074  0.74815914 -0.33682409  0.        ]
 [ 0.34753583  0.15107285  0.92541658  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -27]
 [   0    1    0 -450]
 [   0    0    1 3264]
 [   0    0    0    1]]"
0437.jpg,"[[ 0.49081359  0.0954045  -0.8660254   0.        ]
 [-0.36338802  0.92581982 -0.10395585  0.        ]
 [ 0.79186562  0.3657262   0.4890738   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  922]
 [   0    1    0 -334]
 [   0    0    1 3448]
 [   0    0    0    1]]"
0438.jpg,"[[ 0.90176944 -0.34615686  0.25881905  0.        ]
 [ 0.27788357  0.92298114  0.26624524  0.        ]
 [-0.33104771 -0.16817026  0.9285075   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  899]
 [   0    1    0  551]
 [   0    0    1 4149]
 [   0    0    0    1]]"
0439.jpg,"[[ 0.82951621 -0.17631911  0.52991926  0.        ]
 [-0.08874935  0.89518118  0.43677706  0.        ]
 [-0.5513859  -0.40934364  0.7269191   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -590]
 [   0    1    0  -75]
 [   0    0    1 3958]
 [   0    0    0    1]]"
0440.jpg,"[[ 0.72986982  0.37188725 -0.57357644  0.        ]
 [-0.44500212  0.8954154   0.01429617  0.        ]
 [ 0.51890574  0.24480839  0.81902728  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   38]
 [   0    1    0  741]
 [   0    0    1 3054]
 [   0    0    0    1]]"
0441.jpg,"[[ 0.91340632  0.01594357  0.40673664  0.        ]
 [ 0.32738934  0.56499269 -0.75736351  0.        ]
 [-0.2418783   0.82494186  0.51084814  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1179]
 [    0     1     0  -204]
 [    0     0     1  3796]
 [    0     0     0     1]]"
0442.jpg,"[[ 0.8236391   0.47552826 -0.30901699  0.        ]
 [-0.56416807  0.63156754 -0.53182405  0.        ]
 [-0.05773226  0.61236861  0.78846159  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   55]
 [   0    1    0 -452]
 [   0    0    1 2435]
 [   0    0    0    1]]"
0443.jpg,"[[ 0.81971317 -0.49253336 -0.2923717   0.        ]
 [ 0.51457363  0.40906421  0.75357843  0.        ]
 [-0.25156372 -0.76816493  0.58876     0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -410]
 [   0    1    0  289]
 [   0    0    1 2133]
 [   0    0    0    1]]"
0444.jpg,"[[ 0.89400538 -0.30783074 -0.32556815  0.        ]
 [ 0.33089096  0.94352471  0.01650157  0.        ]
 [ 0.30210191 -0.12248005  0.94537457  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  491]
 [   0    1    0  641]
 [   0    0    1 3151]
 [   0    0    0    1]]"
0445.jpg,"[[ 0.72949116 -0.65683679  0.190809    0.        ]
 [ 0.24551224  0.5118239   0.82326183  0.        ]
 [-0.63840926 -0.55371628  0.53463248  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   97]
 [   0    1    0  259]
 [   0    0    1 4617]
 [   0    0    0    1]]"
0446.jpg,"[[ 0.43938504 -0.62750687 -0.64278761  0.        ]
 [ 0.87248751  0.12781352  0.47162405  0.        ]
 [-0.21379038 -0.76804872  0.60365126  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  899]
 [   0    1    0  365]
 [   0    0    1 4827]
 [   0    0    0    1]]"
0447.jpg,"[[ 0.55885226 -0.82853255  0.0348995   0.        ]
 [ 0.68217644  0.43539017 -0.58742719  0.        ]
 [ 0.47150765  0.35209263  0.80852416  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  110]
 [   0    1    0 -262]
 [   0    0    1 3181]
 [   0    0    0    1]]"
